restaurant_name,city,cuisines,avg_cost_for_two,price_range,rating,votes,online_delivery,table_booking,city_clean,state_clean,population,city_tier
Himalaya Food Corner,New Delhi,"North Indian, Mughlai, Chinese",500,2,2.7,46,No,No,delhi,delhi,9879172.0,Tier 1
Hot Joint Fast Food,New Delhi,"Chinese, Fast Food",350,1,2.6,61,No,No,delhi,delhi,9879172.0,Tier 1
Hyderabadi Dum Biryani,New Delhi,"Biryani, Hyderabadi",650,2,2.7,60,Yes,No,delhi,delhi,9879172.0,Tier 1
Kasturi Family Restaurant,New Delhi,"North Indian, Chinese",400,1,3.0,20,Yes,No,delhi,delhi,9879172.0,Tier 1
Kerala Cafe,New Delhi,Kerala,300,1,3.3,45,No,No,delhi,delhi,9879172.0,Tier 1
Keuchen Paradise,New Delhi,Bakery,300,1,2.8,8,Yes,No,delhi,delhi,9879172.0,Tier 1
Kook For Health,New Delhi,"American, Asian, North Indian, Mexican, South Indian",500,2,3.3,21,Yes,No,delhi,delhi,9879172.0,Tier 1
Lahorian's Sweets & Bakers,New Delhi,"Street Food, Desserts",250,1,2.9,5,No,No,delhi,delhi,9879172.0,Tier 1
Mr. Baker's,New Delhi,"Bakery, Fast Food",100,1,3.0,22,No,No,delhi,delhi,9879172.0,Tier 1
Night Food Delivery,New Delhi,"North Indian, Chinese",500,2,2.7,5,Yes,No,delhi,delhi,9879172.0,Tier 1
Nine 2 Nine Snacks & Restaurant,New Delhi,"North Indian, Street Food",250,1,2.9,5,No,No,delhi,delhi,9879172.0,Tier 1
Punjabi Mirch,New Delhi,North Indian,400,1,3.0,4,No,No,delhi,delhi,9879172.0,Tier 1
Rasoi The Food Express,New Delhi,"North Indian, Chinese",600,2,2.6,53,Yes,No,delhi,delhi,9879172.0,Tier 1
Republic of Chicken,New Delhi,"Raw Meats, Fast Food",400,1,2.8,11,No,No,delhi,delhi,9879172.0,Tier 1
Sandwichai,New Delhi,Fast Food,350,1,3.3,58,Yes,No,delhi,delhi,9879172.0,Tier 1
SB's Raisins,New Delhi,"Bakery, Desserts, Fast Food",350,1,2.8,15,Yes,No,delhi,delhi,9879172.0,Tier 1
Shanghai Kitchen,New Delhi,"Chinese, Fast Food",300,1,3.1,26,No,No,delhi,delhi,9879172.0,Tier 1
Shiv Shakti Restaurant,New Delhi,"South Indian, Chinese",200,1,3.0,18,No,No,delhi,delhi,9879172.0,Tier 1
Smoky Chettinad,New Delhi,"South Indian, Chettinad",600,2,2.8,49,No,No,delhi,delhi,9879172.0,Tier 1
Spice Fusion,New Delhi,"North Indian, Mughlai",400,1,3.1,7,No,No,delhi,delhi,9879172.0,Tier 1
Sweet Toof Designer Cakes,New Delhi,"Bakery, Desserts",250,1,3.1,7,No,No,delhi,delhi,9879172.0,Tier 1
The Chef,New Delhi,"North Indian, Chinese",600,2,3.2,23,Yes,No,delhi,delhi,9879172.0,Tier 1
The Edge Cafe,New Delhi,"Fast Food, Chinese",400,1,3.1,53,Yes,No,delhi,delhi,9879172.0,Tier 1
The Epicure - Fraser Suites,New Delhi,"Asian, Thai, Chinese, North Indian",2000,4,3.1,80,No,Yes,delhi,delhi,9879172.0,Tier 1
Udupidarshini Veg Restaurant,New Delhi,"Chinese, North Indian, South Indian",550,2,3.4,33,Yes,No,delhi,delhi,9879172.0,Tier 1
36 lebzelter,New Delhi,"Bakery, Desserts",150,1,3.7,39,No,No,delhi,delhi,9879172.0,Tier 1
Baked Buns,New Delhi,"Fast Food, Pizza, Burger",500,2,3.6,165,Yes,No,delhi,delhi,9879172.0,Tier 1
Freakin Beans,New Delhi,Cafe,250,1,3.7,72,No,No,delhi,delhi,9879172.0,Tier 1
Nutri Cafe,New Delhi,Fast Food,500,2,3.7,49,Yes,No,delhi,delhi,9879172.0,Tier 1
Senorita's,New Delhi,"Mexican, North Indian",550,2,3.7,57,No,No,delhi,delhi,9879172.0,Tier 1
Village - The House of Food,New Delhi,"Street Food, Fast Food, Chinese, South Indian, North Indian",300,1,3.7,65,Yes,No,delhi,delhi,9879172.0,Tier 1
Aman Vaishno Dhaba,New Delhi,North Indian,150,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Anupam Hotel,New Delhi,North Indian,200,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Bake Bank,New Delhi,"Bakery, Desserts",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Buzybee,New Delhi,"Bakery, Desserts",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Tandoor,New Delhi,Fast Food,250,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Chawlas 2,New Delhi,"North Indian, Mughlai",500,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Choksi Chinese,New Delhi,Chinese,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Desi Chulha,New Delhi,"North Indian, Chinese",400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Fumble Foods,New Delhi,"North Indian, Fast Food",150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Games v/s Cafe,New Delhi,"Cafe, Beverages",200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Goodies- Snacks N More,New Delhi,"Fast Food, Chinese",400,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Grubhouse Cafe,New Delhi,Fast Food,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Mr. Baker's,New Delhi,Bakery,250,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Muradabadi Chicken Biryani & Dhaba,New Delhi,North Indian,450,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Pakiza Restaurant,New Delhi,"North Indian, Mughlai",600,2,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Riddhi Siddhi Restaurant,New Delhi,"North Indian, Fast Food",200,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Rockers & Shockers,New Delhi,"North Indian, Mughlai, Chinese",550,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Saikutir Food,New Delhi,"North Indian, South Indian, Chinese",200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Satnaam Foods,New Delhi,North Indian,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Senorita's,New Delhi,Mexican,300,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Shri Bala Ji Rasoi,New Delhi,North Indian,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
South Indian,New Delhi,South Indian,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Tip Top Eating Corner,New Delhi,North Indian,100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
ToLoveFromLove,New Delhi,"Bakery, Desserts",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Tripti Foods,New Delhi,South Indian,200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
U Like,New Delhi,Bakery,150,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Zayka chicken restaurant,New Delhi,"North Indian, Biryani",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Coffee Day,New Delhi,Cafe,450,1,2.4,49,No,No,delhi,delhi,9879172.0,Tier 1
Food Fantasy,New Delhi,"North Indian, Chinese, Fast Food",500,2,2.4,76,Yes,No,delhi,delhi,9879172.0,Tier 1
Just Chinese,New Delhi,Chinese,300,1,2.4,36,Yes,No,delhi,delhi,9879172.0,Tier 1
Agarwal Bikaneri Sweets,New Delhi,"Mithai, Street Food",100,1,3.1,12,No,No,delhi,delhi,9879172.0,Tier 1
Bikaner Sweets,New Delhi,Mithai,100,1,2.8,14,No,No,delhi,delhi,9879172.0,Tier 1
Breadz,New Delhi,"Bakery, Fast Food",300,1,3.3,48,Yes,No,delhi,delhi,9879172.0,Tier 1
Desi Jugaad,New Delhi,"North Indian, Chinese",350,1,3.2,12,No,No,delhi,delhi,9879172.0,Tier 1
Food Trax,New Delhi,Chinese,300,1,2.9,4,No,No,delhi,delhi,9879172.0,Tier 1
Hub Tub,New Delhi,"Chinese, Fast Food",300,1,3.0,7,No,No,delhi,delhi,9879172.0,Tier 1
Malabar Foods,New Delhi,"North Indian, Fast Food",500,2,2.7,49,Yes,No,delhi,delhi,9879172.0,Tier 1
Mitra Di Chaap,New Delhi,"Street Food, Fast Food",300,1,3.0,5,No,No,delhi,delhi,9879172.0,Tier 1
New Hyderabadi Biryani House,New Delhi,"North Indian, Biryani",500,2,2.5,25,Yes,No,delhi,delhi,9879172.0,Tier 1
New Madras Cafe,New Delhi,South Indian,250,1,2.8,11,No,No,delhi,delhi,9879172.0,Tier 1
Roll Club,New Delhi,Fast Food,250,1,3.2,44,No,No,delhi,delhi,9879172.0,Tier 1
Sanju Cool & Hot Hut,New Delhi,"North Indian, Street Food",250,1,2.8,8,No,No,delhi,delhi,9879172.0,Tier 1
Sethi's Kabab & Curries,New Delhi,North Indian,500,2,3.1,22,No,No,delhi,delhi,9879172.0,Tier 1
South Indian Fast Food,New Delhi,South Indian,300,1,3.3,23,No,No,delhi,delhi,9879172.0,Tier 1
Sweets and Spices,New Delhi,"North Indian, Chinese, South Indian, Fast Food",400,1,2.8,69,No,No,delhi,delhi,9879172.0,Tier 1
Urban Degchi Kitchen & Bar,New Delhi,"North Indian, Chinese",1000,3,2.6,94,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Wah Ji Wah,New Delhi,"North Indian, Fast Food",400,1,3.1,81,Yes,No,delhi,delhi,9879172.0,Tier 1
Zaiqa Kathi Roll & Momos,New Delhi,Street Food,150,1,3.3,16,No,No,delhi,delhi,9879172.0,Tier 1
Duggal Snacks,New Delhi,Street Food,50,1,3.6,32,No,No,delhi,delhi,9879172.0,Tier 1
Granny's Flavour,New Delhi,Street Food,150,1,3.5,16,No,No,delhi,delhi,9879172.0,Tier 1
Moustache Coffee,New Delhi,Cafe,400,1,3.7,79,Yes,No,delhi,delhi,9879172.0,Tier 1
Pradeep Pav Bhaji,New Delhi,Street Food,200,1,3.8,94,No,No,delhi,delhi,9879172.0,Tier 1
Sandwich Factory,New Delhi,Cafe,500,2,3.9,254,Yes,No,delhi,delhi,9879172.0,Tier 1
Scorpio Cafe,New Delhi,"Chinese, Fast Food",400,1,3.7,410,Yes,No,delhi,delhi,9879172.0,Tier 1
Veggie-Licious,New Delhi,"North Indian, Chinese, Continental, Fast Food",450,1,3.6,100,Yes,No,delhi,delhi,9879172.0,Tier 1
Creamy Creation,New Delhi,Bakery,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Evergreen Food Corner,New Delhi,"Fast Food, Raw Meats",350,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
K.D Corner,New Delhi,North Indian,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Slice Of Italy,New Delhi,"Italian, Pizza, Bakery",700,2,2.2,119,Yes,No,delhi,delhi,9879172.0,Tier 1
Anokha Chinese Hut,New Delhi,"North Indian, Chinese",700,2,2.6,27,No,No,delhi,delhi,9879172.0,Tier 1
Bobby Dhaba & Caterers,New Delhi,"North Indian, Mughlai",450,1,3.1,5,No,No,delhi,delhi,9879172.0,Tier 1
Clever Fox Cafe,New Delhi,"North Indian, Continental, Chinese",900,2,3.0,25,No,Yes,delhi,delhi,9879172.0,Tier 1
Dana Pani,New Delhi,"North Indian, Chinese",300,1,2.8,4,No,No,delhi,delhi,9879172.0,Tier 1
Hotel Malabar,New Delhi,Kerala,300,1,3.0,24,No,No,delhi,delhi,9879172.0,Tier 1
Lumbini Fast Point,New Delhi,"Chinese, Fast Food",400,1,3.0,30,No,No,delhi,delhi,9879172.0,Tier 1
Mayur Restaurant,New Delhi,"North Indian, South Indian, Chinese",400,1,2.8,19,No,No,delhi,delhi,9879172.0,Tier 1
MOC - The American Restaurant,New Delhi,"American, Fast Food",400,1,2.6,35,No,No,delhi,delhi,9879172.0,Tier 1
Muradabadi Chicken Biryani,New Delhi,North Indian,450,1,3.3,28,No,No,delhi,delhi,9879172.0,Tier 1
New Aggarwal Sweet Corner,New Delhi,Mithai,100,1,2.7,11,No,No,delhi,delhi,9879172.0,Tier 1
Pizza Castle,New Delhi,"Pizza, Fast Food",500,2,2.7,29,Yes,No,delhi,delhi,9879172.0,Tier 1
Punjabi Dhaba,New Delhi,North Indian,200,1,3.0,6,No,No,delhi,delhi,9879172.0,Tier 1
Qureshi Chicken Corner,New Delhi,North Indian,200,1,3.0,6,No,No,delhi,delhi,9879172.0,Tier 1
Samarpan Fast Food,New Delhi,Chinese,300,1,2.9,9,No,No,delhi,delhi,9879172.0,Tier 1
Shaan-E-Tandoorz,New Delhi,North Indian,400,1,2.9,5,No,No,delhi,delhi,9879172.0,Tier 1
Sonu Sudh Bhojnalaya,New Delhi,North Indian,250,1,2.8,10,No,No,delhi,delhi,9879172.0,Tier 1
The Test,New Delhi,North Indian,500,2,2.9,4,No,No,delhi,delhi,9879172.0,Tier 1
True Blue,New Delhi,"Chinese, North Indian",900,2,3.3,26,No,Yes,delhi,delhi,9879172.0,Tier 1
Zaika Kathi Rolls,New Delhi,Fast Food,150,1,3.0,13,No,No,delhi,delhi,9879172.0,Tier 1
Baked Buns,New Delhi,Fast Food,500,2,3.5,90,Yes,No,delhi,delhi,9879172.0,Tier 1
A One Muradabadi,New Delhi,North Indian,300,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Annapurna,New Delhi,North Indian,100,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Cake Walkers,New Delhi,Bakery,200,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Harish And Sonu Sudh Bhojnalya,New Delhi,North Indian,300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Mitra Da Dhaba,New Delhi,"North Indian, Chinese",200,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Munchies Midnight Delivery,New Delhi,"Continental, Italian, Fast Food",300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Muradabadi Chicken Corner,New Delhi,Mughlai,500,2,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Riyaz Chicken Corner,New Delhi,Biryani,300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Romano's Pizza,New Delhi,Pizza,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Royal Spice,New Delhi,"Continental, North Indian, South Indian",500,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Sonu Bhojanalya,New Delhi,North Indian,250,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
The Deshi Bites,New Delhi,North Indian,500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,1,3.0,7,No,No,delhi,delhi,9879172.0,Tier 1
Mahara Hotel,New Delhi,"North Indian, South Indian",400,1,2.9,4,No,No,delhi,delhi,9879172.0,Tier 1
Malik Vegetarian Rasoi,New Delhi,North Indian,250,1,2.9,9,No,No,delhi,delhi,9879172.0,Tier 1
Yash Aadi Food Corner,New Delhi,"North Indian, Chinese",400,1,2.9,6,No,No,delhi,delhi,9879172.0,Tier 1
#hashtag,New Delhi,Cafe,500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Al Zaika,New Delhi,Mughlai,300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Ashiyan Foods,New Delhi,"North Indian, Chinese, Continental",700,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Bake My Day,New Delhi,"Bakery, Desserts, Fast Food",250,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Bhutani Chaap,New Delhi,"North Indian, Fast Food",250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
China Pan,New Delhi,"Chinese, Fast Food",200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Chinese Fast Food,New Delhi,"Chinese, Fast Food",200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Dilkhush Punjabi Dhaba,New Delhi,North Indian,500,2,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Dragun Hut,New Delhi,Chinese,400,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Giani's,New Delhi,"Ice Cream, Desserts",400,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Kathi House,New Delhi,Fast Food,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Kerala Kitchen & Restaurant,New Delhi,South Indian,250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Retro Kichen,New Delhi,"Chinese, North Indian",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
The China Town,New Delhi,Chinese,250,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
The Urban Dhaba,New Delhi,North Indian,600,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Twenty Four Seven,New Delhi,"Fast Food, North Indian",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
McDonald's,New Delhi,"Fast Food, Burger",500,2,3.4,91,No,No,delhi,delhi,9879172.0,Tier 1
Moti Mahal Delux Tandoori Trail,New Delhi,"North Indian, Mughlai, Chinese",1000,3,3.2,151,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Pizza Hut,New Delhi,"Italian, Pizza, Fast Food",1000,3,2.8,83,No,No,delhi,delhi,9879172.0,Tier 1
Dill's Chawla Chik-Inn,New Delhi,"North Indian, Mughlai",700,2,2.9,4,No,No,delhi,delhi,9879172.0,Tier 1
Tandoori Zaaika,New Delhi,North Indian,500,2,3.0,4,No,No,delhi,delhi,9879172.0,Tier 1
Aap Ki Khatir,New Delhi,"Mughlai, North Indian",400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Aggarwal Sweets,New Delhi,"Mithai, South Indian, Street Food",250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Baskin Robbins,New Delhi,Ice Cream,300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Bikaner Sweets,New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food, Bakery",400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Bollywood Khana,New Delhi,"North Indian, Fast Food",150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Cake And Bakes,New Delhi,Bakery,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Cake Point,New Delhi,"Bakery, Desserts",600,2,0.0,0,Yes,No,delhi,delhi,9879172.0,Tier 1
Chinese Corner,New Delhi,Chinese,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Choudhary Dhaba,New Delhi,North Indian,350,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Gujjar Dhaba,New Delhi,"Mughlai, North Indian",200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Hotel Aditi,New Delhi,North Indian,200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
JMD Food Palace,New Delhi,North Indian,500,2,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Kitchen Namaste,New Delhi,"North Indian, Chinese",200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Lajawab Chicken & Fish Fry,New Delhi,Mughlai,350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Lotus Kitchen,New Delhi,North Indian,100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Manami Japanese Restaurant,New Delhi,Japanese,1000,3,0.0,0,No,Yes,delhi,delhi,9879172.0,Tier 1
Manna Sweets & Restaurant,New Delhi,"Mithai, Bakery, North Indian",200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Moets Curry Pot,New Delhi,"North Indian, Chinese, Italian",1200,3,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Mr. Sub,New Delhi,Fast Food,400,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
New Gaurav Dhaba,New Delhi,North Indian,250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Pandit Ji Ki Apni Rasoi,New Delhi,North Indian,250,1,0.0,2,Yes,No,delhi,delhi,9879172.0,Tier 1
Rajdhani Restaurant,New Delhi,North Indian,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Saraswati Food Corner,New Delhi,"Chinese, North Indian, South Indian",250,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Shri Balaji Bhojnalaya,New Delhi,North Indian,250,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Swadist Bhojnalaya,New Delhi,"Chinese, North Indian",200,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Swiss Gourmessa,New Delhi,Bakery,500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Truly Yours,New Delhi,"North Indian, Street Food, Fast Food",200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Uttrakhand Hotel,New Delhi,North Indian,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Vandana Food Corner,New Delhi,"Fast Food, North Indian, South Indian",150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Zaika Biryani,New Delhi,"Mughlai, North Indian",350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Buzz,New Delhi,"North Indian, Chinese, Italian, Finger Food",2000,4,3.4,220,Yes,No,delhi,delhi,9879172.0,Tier 1
Lighthouse 13,New Delhi,"North Indian, European, Chinese",2100,4,3.4,570,No,Yes,delhi,delhi,9879172.0,Tier 1
Berco's,New Delhi,"Chinese, Thai",1100,3,3.8,565,Yes,No,delhi,delhi,9879172.0,Tier 1
The Great Kabab Factory,New Delhi,"North Indian, Mughlai",2200,4,3.5,498,Yes,Yes,delhi,delhi,9879172.0,Tier 1
The Tea Place by Manjushree,New Delhi,"Cafe, Beverages",700,2,4.1,92,No,No,delhi,delhi,9879172.0,Tier 1
Victoria,New Delhi,"North Indian, Chinese",1200,3,3.2,20,No,Yes,delhi,delhi,9879172.0,Tier 1
Aces - The Card Room,New Delhi,Finger Food,2000,4,0.0,2,No,Yes,delhi,delhi,9879172.0,Tier 1
Curzon - The Royal Bar,New Delhi,Finger Food,1000,3,0.0,0,No,Yes,delhi,delhi,9879172.0,Tier 1
London Eye - The Open Lounge,New Delhi,Finger Food,2000,4,0.0,0,No,Yes,delhi,delhi,9879172.0,Tier 1
Lord's - The Sports Lounge,New Delhi,Finger Food,2000,4,0.0,1,No,Yes,delhi,delhi,9879172.0,Tier 1
Viceroy - The Coffee Shop,New Delhi,Cafe,1000,3,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Munch Nation,New Delhi,"Chinese, Fast Food",350,1,3.8,727,Yes,No,delhi,delhi,9879172.0,Tier 1
"34, Chowringhee Lane",New Delhi,Fast Food,250,1,3.2,62,No,No,delhi,delhi,9879172.0,Tier 1
Any Time Food,New Delhi,"Fast Food, Beverages",400,1,2.6,52,Yes,No,delhi,delhi,9879172.0,Tier 1
Bikaner Sweet House,New Delhi,Mithai,200,1,3.2,16,No,No,delhi,delhi,9879172.0,Tier 1
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,2,2.8,94,No,No,delhi,delhi,9879172.0,Tier 1
Giani,New Delhi,"Ice Cream, Desserts",400,1,2.9,39,Yes,No,delhi,delhi,9879172.0,Tier 1
Grand Plaza,New Delhi,"North Indian, Chinese, Fast Food",800,2,3.3,255,Yes,No,delhi,delhi,9879172.0,Tier 1
Great Wall,New Delhi,"North Indian, Mughlai, Chinese",1200,3,2.7,47,No,No,delhi,delhi,9879172.0,Tier 1
Healthy Food Station,New Delhi,"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages",400,1,3.1,25,Yes,No,delhi,delhi,9879172.0,Tier 1
Hostess Tasty Bites,New Delhi,Chinese,500,2,3.1,16,No,No,delhi,delhi,9879172.0,Tier 1
Hot Pot,New Delhi,Chinese,500,2,3.1,105,No,No,delhi,delhi,9879172.0,Tier 1
Kabab Factory,New Delhi,"North Indian, Mughlai, Chinese",700,2,3.0,12,No,No,delhi,delhi,9879172.0,Tier 1
Keventers,New Delhi,Beverages,400,1,3.1,17,No,No,delhi,delhi,9879172.0,Tier 1
Krishna Sweet House,New Delhi,"Mithai, South Indian",200,1,3.3,32,No,No,delhi,delhi,9879172.0,Tier 1
Mitraz,New Delhi,"North Indian, Chinese",850,2,3.4,101,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Nut Khut Chaats & Snacks,New Delhi,"Fast Food, Street Food",300,1,3.2,8,No,No,delhi,delhi,9879172.0,Tier 1
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,2,3.4,68,Yes,No,delhi,delhi,9879172.0,Tier 1
The Host,New Delhi,Chinese,450,1,2.7,20,No,No,delhi,delhi,9879172.0,Tier 1
Chacha Di Hatti,New Delhi,Street Food,100,1,3.7,78,No,No,delhi,delhi,9879172.0,Tier 1
Cocoberry,New Delhi,Desserts,300,1,3.5,62,No,No,delhi,delhi,9879172.0,Tier 1
Eating Corner,New Delhi,"North Indian, Fast Food, Street Food",300,1,3.7,142,No,No,delhi,delhi,9879172.0,Tier 1
El Posto,New Delhi,Bakery,300,1,3.5,41,No,No,delhi,delhi,9879172.0,Tier 1
McDonald's,New Delhi,"Fast Food, Burger",500,2,3.6,122,Yes,No,delhi,delhi,9879172.0,Tier 1
Pizza Station,New Delhi,Pizza,300,1,3.5,20,No,No,delhi,delhi,9879172.0,Tier 1
Puri Bakers,New Delhi,"Bakery, Fast Food",300,1,3.7,128,No,No,delhi,delhi,9879172.0,Tier 1
JAIL - Behind The Bar,New Delhi,"North Indian, Chinese, Continental, Italian",1600,3,4.1,155,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Curry Shurry,New Delhi,"North Indian, Mughlai",600,2,3.3,28,Yes,No,delhi,delhi,9879172.0,Tier 1
Frontier,New Delhi,Bakery,200,1,3.2,15,No,No,delhi,delhi,9879172.0,Tier 1
Hari Om Bhojnalaya,New Delhi,North Indian,400,1,3.2,21,No,No,delhi,delhi,9879172.0,Tier 1
Nirmal's,New Delhi,Chinese,400,1,2.7,9,No,No,delhi,delhi,9879172.0,Tier 1
Sardar A Pure Meat Shop,New Delhi,"Raw Meats, Fast Food, North Indian",150,1,2.8,13,No,No,delhi,delhi,9879172.0,Tier 1
The Dragon Hucks,New Delhi,Chinese,800,2,3.3,97,No,Yes,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,1,3.5,38,No,No,delhi,delhi,9879172.0,Tier 1
New Arjun Bombay Pav Bhaji,New Delhi,Street Food,250,1,3.8,234,No,No,delhi,delhi,9879172.0,Tier 1
Sweeter Delight,New Delhi,Bakery,300,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Madaari,New Delhi,"North Indian, Chinese, Continental, Italian",1200,3,4.3,113,No,Yes,delhi,delhi,9879172.0,Tier 1
Amritsari Express,New Delhi,North Indian,400,1,3.4,33,No,No,delhi,delhi,9879172.0,Tier 1
Barista,New Delhi,Cafe,650,2,3.1,18,No,No,delhi,delhi,9879172.0,Tier 1
Baskin Robbins,New Delhi,Ice Cream,300,1,3.1,6,No,No,delhi,delhi,9879172.0,Tier 1
